,PII,SMT,APL,MAT,PRO,DSC,CMT,SPL
3605,S0008884617303034,"['carbonation-cured', 'carbonation-cured', 'cured', 'carbonation-cured', 'carbonation', 'carbonation']",['cement'],"['Portland cement', 'Portland cement', 'Al', 'cement', 'ettringite', ""Friedel 's salt"", 'Al', 'cement', 'aluminate', 'belite', 'alite', 'gypsum', 'belite', 'Ca', 'silicate']","['chemical compositions', 'local environment', 'local environment']","['gel', 'gel']",['thermal analysis'],[]
3606,S0008884617303125,"['drying', 'drying', 'drying', 'drying']",[],"['concrete', 'cement']","['internal relative humidity', 'porosity', 'pore radius', 'surface microcracks', 'free shrinkage', 'strain profile', 'internal stress', 'damaged depth', 'tensile strength', 'damaged depth']","['surface', 'surface']",[],[]
3607,S0008884617303241,"['pre-damaged', 'vacuum - impregnated', 'polished', 'preloaded']",[],"['concrete', 'concrete', 'concrete', 'concrete', 'concrete']","['microstructure', 'ultimate strength', ""f ' c"", 'crack area', 'crack width', 'crack length', 'microstructural', 'mechanical properties', 'Strength', 'residual strain capacity', 'residual strain capacity', 'damage index', 'area of microcracks']","['cylinders', 'disk', 'cylinder', 'disk', 'cylinders']","['fluorescent microscopy', 'fluorescent microscopic', 'petrographic']",[]
3608,S0008884617303265,['compaction'],[],"['concrete', 'concrete']","['porosity', 'permeability', 'composition', 'aggregate grading size', 'permeability', 'flow parameters']",[],"['DEM - CFD model', 'DEM - CFD']",[]
3609,S0008884617303289,[],[],"['concrete', 'concrete']","['surface chloride functions', 'chloride diffusion', 'diffusion coefficient', 'surface chloride', 'chloride diffusion']",[],"['finite difference approach', 'surface chloride functions', 'sensitivity analysis']",[]
3610,S0008884617303290,[],[],"['cementitious', 't0.5', 'calcium silicate hydrates', 'cementitious']","['Sorptivity', 'pore connectivity', 'durability', 'water sorptivity coefficient', 'WSC', 'hygroscopicity', 'capillary absorption', 'descriptive coefficient of capillary absorption', 't0.5']",['WSCs'],[],[]
3611,S0008884617303381,['immobilization'],['nuclear waste management'],"['ettringite', 'Se', 'Se', 'ettringite', 'Se', 'ettringite', 'SeO3', 'SeO4', 'SeO4', 'SeO3', 'ettringite', 'SeO3', 'SeO3', 'SeO3', 'ettringite', 'Se', 'cement']","['immobilization mechanisms', 'atomic configuration', 'intercolumn structure', 'immobilization mechanism', 'chemical property']",[],['bond valence theory'],[]
3612,S0008884617303630,"['carbonation', 'CRM', 'weathering', 'CRM']","['CRM', 'CRM']","['cements', 'cement', 'C2S', 'C3S', 'carbonate', 'carbon', 'sulphate', 'cement', 'carbon', 'sulphate', 'cements', 'C', 'CaO', 'S : SiO2', 'H : H2O', 'A : Al2O3', 'F : Fe2O3', '$ : SO3']",['Cement chemistry'],"['amorphous', 'particles', 'particles', 'amorphous']","['Raman spectroscopy', 'Confocal microscopy', 'non-destructive Raman', 'structural analysis', 'Confocal Raman Microscopy', 'CRM', 'FTIR', 'DTA', 'TG']",[]
3613,S0008884617303782,"['leaching', 'leached', 'Leaching']",[],"['white Portland cement', 'low calcium pulverized fuel ash', 'cement', 'pfa', 'pfa', 'Ca(OH)2', 'C-A-S-H', 'C-A-S-H', 'aluminosilicate', 'C-A-S-H', 'aluminosilicate', 'C-A-S-H']","['Ca / Si ratio', 'Ca / Si ratio', 'Ca / Si ratio']","['Thin slices', 'pastes', 'paste', 'Pastes', 'pastes', 'crystals']","['thermal analysis', 'X-ray diffraction', 'analytical scanning', 'transmission electron microscopy', 'solid - state nuclear magnetic resonance spectroscopy', 'backscattered electron imaging']",[]
3614,S0008884617303940,['hardened'],['cements'],"['calcium sulfoaluminate cement', 'CSA', 'CSA concrete', 'CSA', 'cements', 'cement anhydrite']","['field working times', 'setting', 'compressive strengths', 'chemistries', 'microstructure', 'compressive strengths', 'strengths', 'heat evolution']",[],[],[]
3615,S0008884617304015,[],[],"['cements', 'cementitious', 'cement', 'concrete', 'cement', 'cement', 'limestone', 'fly ash', 'silica fume']","['Young modulus', 'compressive strength', 'strength', 'compressive strength', 'physical properties']","['paste', 'paste', 'pastes']","['hydration model', 'micromechanical scheme', 'micromechanical scheme']",[]
3616,S000888461730409X,[],[],"['cementitious', 'tricalcium silicate', 'C3S', 'portlandite', 'CH', 'tobermorites', 'C-S-H', 'cementitious']",[],['nanoscale'],"['atomistic force field parameterizations', 'molecular simulations', 'classical molecular simulations', 'density functional theory', 'energy minimization', 'Born-Mayer-Huggins', 'InterfaceFF', 'IFF', 'ClayFF', 'CSH-FF', 'CementFF', 'GULP', 'ReaxFF', 'UFF', 'energy expressions', 'ab - initio calculations', 'cemff']",[]
3617,S0008884617304106,[],[],['concrete'],[],"['beam', 'beam']",['cracking maps'],[]
3618,S0008884617304362,['co-precipitation method'],['mortar'],"['cement', 'Ca-Al-NO3', 'LDHs', 'Ca-Al-NO3 LDHs', 'Ca-Al-NO3 LDHs', 'Ca-Al-NO3 LDHs', 'cement', 'Ca-Al-NO3 LDHs', 'concrete', 'Ca-Al-NO3', 'LDHs', 'LDHs']","['transport properties', 'particle shape', 'mechanical', 'transport properties', 'permeability', 'chloride migration coefficients', 'barrier effect', 'tortuosity', 'barrier effect', 'chloride binding ability', 'tortuosity']","['layered double hydroxides', 'mortars', 'mortars', 'layered double hydroxides']","['XRD', 'SEM', 'FTIR', 'Rapid chloride migration', 'RCM', 'long - term natural diffusion tests']",[]
3619,S0008884617304398,[],"['shrinkage - reducing admixture', 'SRA']","['SRA', 'SRAs', 'cement', 'SRA', 'SRA', 'cement', 'SRA', 'cement', 'SRA', 'cement']","['autogenous shrinkage - reducing mechanisms', 'water - reducing function', 'autogenous deformation', 'hydration rate', 'electrical resistivity', 'crystal content', 'microstructure', 'self - desiccation status', 'capillary pressure', 'expansion stress', 'shrinkage - reducing behaviors', 'autogenous deformation']","['pastes', 'pastes', 'pastes']",[],[]
3620,S0008884617304428,"['dried', 'dried']",['s h d r y'],"['concrete', 'concrete', 'R M V , ε s h d r y', 'cement']","['shrinkage', 'shrinkage kinetics', 'poro - elastic constants', 'water saturation level', 'relative mass variation', 'RMV', 'shrinkage ε']",['paste'],"['capillarity', ""Vlahinic 's model"", 'desorption', ""Bangham 's equation""]",[]
3621,S0008884617304477,['hydration'],[],"['calcium silicate hydrate', 'C-S-H', 'tricalcium silicate', 'C3S', 'C-S-H', 'C-S-H', 'Ca5Si4O13 ∙6.2H2O', 'C-S-H', 'C3S', 'calcium hydroxide', 'C-S-H', 'silicon', 'calcium']","['structure', 'w / s', 'structure', 'C / S ratio', 'chemical formulae', 'Crystalline structure']","['clusters', 'foil']","['XRD', 'IR', 'SEM', 'NMR', 'TEM']",[]
3622,S0008884617304490,[],['cements'],"['metakaolin', 'quartz', 'limestone', 'dolomite', 'calcite', 'limestone', 'dolomite', 'dolomite', 'ettringite', 'calcite', 'metakaolin', 'silicate', 'aluminate', 'carbonate', 'silicate', 'C-S-H', 'ettringite', 'quartz', 'silicates', 'stratlingite', 'C-S-H', 'metakaolin']","['Ca / Si', 'Ca / Si', 'porosity', 'strength', 'reactivity', 'dense', 'thermodynamically non-compatible']",['composite'],"['multi-method approach', 'thermodynamic modelling', 'SEM - BSE']",[]
3623,S0008884617304556,[],[],"['concrete', 'FRC', 'mortar', 'mortar', 'FRC', 'mortar', 'mortar', 'mortar']","['failure modes', 'geometric dimensions', 'failure modes', 'failure modes', 'damage', 'fracture behaviour']","['Fibre reinforced', 'fibre', 'fibres', 'fibre', 'interfaces', 'fibres', 'fibres']","['finite element meshes', 'discrete - continuum coupled finite element modelling', 'continuum damaged plasticity model', 'nonlinear cohesive interfacial elements', 'single fibre pullout tests', 'notched', 'non-notched direct tensile tests', 'three - point bending beam tests']",[]
3624,S000888461730460X,[],[],"['concrete', 'concrete', 'concrete', 'concrete', 'cement', 'concrete', 'concrete']","['fracture', 'Heterogeneity', 'macro-voids', 'interfacial transitional zones', 'vertical force', 'crack mouth opening displacement', 'crack geometry', 'contact normal forces', 'particle rotations', 'internal energies', 'fracture']","['beam', 'aggregate', 'matrix', 'aggregate particles', '3D', '2D']","['three - dimensional', '3D ) numerical mesoscopic', 'classical particle discrete element method', 'DEM analyses', 'X-ray μCT', 'DEM analyses', '3D model']",[]
3625,S0008884617304635,['heating'],[],"['Ettringite', 'concrete', 'sulfates', 'aluminates', 'sulfoaluminates', 'aluminates', 'hydrogarnet', 'carboaluminates', 'ettringite', 'ettringite']","['DEF', 'water saturation']",[],"['structural analysis', 'chemical model', 'chemical model', 'chemical model', 'nonlinear mechanical model', 'poro - mechanics modelling', 'chemo - mechanical coupling']",[]
3626,S0008884617304647,[],[],"['tricalcium silicate', 'C3S', 'C3S', 'C3S']","['hydration rate', 'porosity', 'permeability']","['pastes', 'pastes', 'seeds']",[],['afwillite']
3627,S0008884617304714,[],[],"['cementitious', 'Portland cement', 'OPC', 'silica fume']","['ion diffusion', 'Resistivity', 'unsaturated chloride diffusion coefficient', 'relative diffusion coefficient', 'w / b', 'compositions', 'pore solution conductivity', 'ion transport properties']",[],"['thermodynamic model', 'GEMS', 'service - life models', 'resistivity measurements']",[]
3628,S0008884617304726,"['self - consolidating', 'hydration', 'drying']",[],"['cementitious', 'concrete', 'concrete']","['drying shrinkage', 'capillary pressures', 'drying shrinkage', 'desorption isotherm', 'drying shrinkage', 'cracking sensitivity', 'aging viscoelastic behavior', 'shrinkage rate']",['interfaces'],"['shrinkage vs. mass loss evolution', 'mercury intrusion porosimetry tests', 'shrinkage modeling', 'desorption isotherm']",[]
3629,S000888461730488X,[],[],"['concrete', 'cement', 'cement', 'concrete', 'concrete', 'cement']","['microstructure', 'visco - elastic properties', 'creep', 'permanent deformations', 'microstructure', 'macroscopic creep', 'creep', 'anisotropy of creep', 'stress relaxation', 'micro-mechanical interaction']","['paste', 'paste', 'particles', 'paste']",['finite element simulations'],[]
3630,S0008884617304921,['hardened'],"['mortars', 'mortars']","['lime', 'NHL', 'cement', 'limestone', 'LF', 'cement', 'NHL', 'cement', 'NHL', 'NHL', 'cement', 'NHL', 'NHL']","['water - to - cement ratio', 'rheology', 'hydration process', 'setting properties', 'drying shrinkage', 'compressive strength', 'rheological behavior', 'compressive strength', 'plastic shrinkage', 'drying shrinkage', 'workability', 'mechanical properties', 'delayed behavior']","['pastes', 'mortars']",[],[]
3631,S0008884617305148,[],"['sewer environments', 'catalyst', 'oxidation', 'acid production']","['concrete', 'concrete', 'iron', 'iron', 'Acidithiobacillus ferrooxidans', 'concrete', 'concrete']","['chemical', 'mineralogical', 'corrosion layers', 'microbial activity', 'Elemental distributions', 'elemental accumulations', 'Microbial activity', 'corrosion rates']",['layers'],"['hydro-geochemical', 'microbiological', 'biochemical', 'mineralogical methods']",[]
3632,S0008884617305173,[],[],"['tricalcium silicate', 'alite', 'C-S-H', 'alite']","['hydration peaks', 'diffusion barrier']",['needles'],[],[]
3633,S0008884617305185,[],[],"['metakaolin', 'cement', 'metakaolin', 'sodium - bentonite', 'cement', 'clays', 'Portland cement', 'sodium - bentonite', 'metakaolin', 'cement', 'portlandite', 'calcium silicate hydrate', 'C-S-H', 'metakaolin', 'bentonite', 'ettringite', 'monosulfate', 'stratlingite', 'aluminosilicate', 'metakaolin']","['heat - release rate', 'strength', 'hydration', 'hydration kinetics', 'microstructural', 'physico - chemical parameters', 'strength', 'Al / Si ratio']",['composite'],['thermodynamic simulation'],[]
3634,S0008884617305227,"['wetting', 'drying']","['protective strategy', 'pavements']","['oxychlorides', 'concrete', 'oxychlorides', 'concrete', 'magnesium oxychloride', 'MOX', 'calcium oxychloride', 'COX', 'concrete', 'COX', 'concrete', 'concrete', 'fly ash', 'concrete', 'concrete', 'nanosilica']","['chemical degradation', 'crystal structures', 'morphology', 'resistance to damage', 'mechanical properties', 'longevity']","['fibrous crystals', 'plates']",['environmental scanning electron microscopy'],['pseudo-hexagonal']
3635,S000888461730532X,"['3D printed', 'printing', 'printed', 'print']",[],"['concrete', 'concrete']","['mechanical behaviour', 'stress - strain behaviour', ""Young 's modulus"", 'cohesion', 'compressive', 'shear strength', ""Poisson 's ratio"", 'angle of internal friction', 'failure - deformation mode']",[],"['time - dependent Mohr - Coulomb failure criterion', 'unconfined uniaxial compression tests', 'direct shear tests']",[]
3636,S0008884617305331,"['strain - hardening', 'self - healing', 'mechanical straining', 'self - healing', 'strain - hardening']",['damage sensing'],"['cementitious', 'cementitious', 'cementitious']","['self - healing', 'frequency - dependent electrical response', 'microcracks', 'microcracks', 'complex impedance', 'crack number', 'frequency - dependent electrical response', 'self - healing', 'frequency - dependent electromechanical response', 'electrical response', 'damage level']",[],"['Electrical impedance spectroscopy', 'equivalent circuit model', 'frequency - dependent AC measurements']",[]
3637,S0008884617305392,"['embossed', 'tilting drum mixer']",[],"['Concrete', 'steel', 'concrete', 'concrete']","['brittle failure', 'tensile strength']","['bars', 'fibres', 'fibres', 'fibres', 'fibres', 'macro synthetic fibre', 'fibres', 'fibres']","['Single - fibre pull - out tests', 'flexural tests']",[]
3638,S0008884617305549,[],[],"['cement', 'Portland cement', 'calcium', 'aluminum', 'sulfur', 'C-S-H', 'C-S-H', 'cement']","['microstructure', 'macroscopic properties', 'micro-mechanical properties', 'mechanical properties', 'chemistry', 'micro-chemo-visco-mechanical properties']","['composites', 'paste', 'pastes']","['chemo - mechanical technique', 'nanoindentation analysis', 'Nano-Indentation', 'Quantitative Energy - Dispersive Spectroscopy', 'NI - QEDS', 'NI - QEDS', 'nanoindentation', 'NI - QEDS']",[]
3639,S0008884617305586,"['cured', 'hydrothermally', 'HTHP curing']","['deep oil and gas wells', 'sheath']","['cement', 'calcium-silicate-hydrate', 'C-S-H', 'cement', 'silica', 'cement', 'silica', 'cement', 'silica', 'C-S-H', 'gyrolite', 'tobermorite', 'siliceous', 'silica', 'tobermorite']","['microstructure', 'durability', 'particle size', 'SVF', 'microstructure', 'phase composition', 'homogeneity', 'SVF', 'crystallinity', 'crystallite size', 'SVF', 'capillary pores']","['gel', 'blends', 'semi-crystalline', 'particles']","['X-ray diffraction', 'electron microprobe analysis']",[]
3640,S0008884617305604,[],['SCC mortars'],['SCC'],"['thixotropy', 'thixotropic structural', 'interparticle interactions', 'hydration kinetics', 'thixotropic structure', 'composition', 'rheologically', 'particle packing', 'interparticle interactions', 'thixotropic behaviour', 'colloidal surface interactions', 'thixotropy', 'particle separation', 'thixotropy', 'packing density']","['mortars', 'paste', 'surface', 'particles', 'surface']",[],[]
3641,S0008884617305628,"['calcium leaching', 'freezing', 'thawing', 'leaching', 'freezing', 'thawing', 'freezing / thawing', 'leaching', 'mechanical degradation', 'freezing', 'thawing', 'leaching']",[],"['cementitious', 'cement', 'calcium', 'CH', 'C-S-H']","['pore structure', 'Vickers hardness', 'pore structure', 'hardness', 'hardness', 'porosity', 'pore size']",['paste'],[],[]
3642,S000888461730577X,"['leaching', 'leaching']",[],['cement'],"['phase assemblage', 'microstructure', 'macroscopic transport parameters']",['paste'],"['reactive transport model', 'diffusion coefficient model']",[]
3643,S0008884617305781,[],"['ultra-high-performance concrete', 'UHPC']","['graphite', 'GNP-C', 'GNP-M', 'carbon', 'CNF', 'UHPC', 'CNF', 'GNP-C', 'GNP-M', 'UHPC', 'CNF', 'GNP-C', 'GNP-M', 'CNFs', 'UHPC', 'CNFs', 'UHPC']","['rheological properties', 'hydration kinetics', 'autogenous shrinkage', 'pore structure', 'plastic viscosity', 'hydration heat release', 'autogenous shrinkage', 'porosity', 'microstructure']","['nanoplatelet', 'nanofiber', 'nanomaterials', 'nanomaterials', 'nanomaterials', 'nanomaterials']",[],[]
3644,S0008884617305811,"['Decalcification', 'leaching']","['engineering applications', 'subsurface service environments', 'engineered barriers', 'wellbore seals', 'shaft', 'drift seals', 'waste forms', 'nuclear waste disposal']","['cement', 'calcite', 'cement', 'cement', 'calcium carbonate']","['cementitious', 'compositions', 'Ca ion concentration', 'reactivity', 'reactivity', 'leaching behavior']",[],['leaching simulations'],[]
3645,S0008884617305860,['Grinding'],"['marine structures', 'coastal structure']","['concrete', 'concrete', 'concrete', 'concrete', 'cement', 'cement']","['chloride content', 'heterogeneity', 'chloride content', 'chloride content']","['surface', 'surface', 'paste']",['service life prediction'],[]
