,caption,tables,Label,text,pred_0,pred_1,pred_2,all_pred,pii_tid,pii,date
1582,Percentage composition of mortars.,"[['Components', 'C2L', 'C1L', 'C2S'], ['Expanded cork 0.5/2mm', '20', '10', '20'], ['Hydrated lime', '25', '30', '-'], ['Quartz sand 0/2mm', '-', '-', '30'], ['Portland Cement I 32.5R', '25', '30', '30'], ['Ethylene vinyl acetate copolymer', '0.15', '0.15', '0.15'], ['Water', '29.85', '29.85', '19.85']]",1,"Percentage composition of mortars.;[['Components', 'C2L', 'C1L', 'C2S'], ['Expanded cork 0.5/2mm', '20', '10', '20'], ['Hydrated lime', '25', '30', '-'], ['Quartz sand 0/2mm', '-', '-', '30'], ['Portland Cement I 32.5R', '25', '30', '30'], ['Ethylene vinyl acetate copolymer', '0.15', '0.15', '0.15'], ['Water', '29.85', '29.85', '19.85']]",1,1,1,3,S0950061817316434_0,S0950061817316434,2017-08-17
1583,Volume and surface area fractions of main mineral phases in cement powders.,"[['Phase', 'Volume fraction (%)', 'Volume fraction (%)', 'Volume fraction (%)', 'Surface area fraction (SEM, %)'], ['Phase', 'Bogue', 'Normalized', 'SEM', 'Surface area fraction (SEM, %)'], ['C3S', '53.72', '56.91', '52.36', '48.82'], ['C2S', '24.09', '25.52', '29.75', '34.98'], ['C3A', '7.61', '8.06', '4.77', '4.96'], ['C4AF', '8.98', '9.51', '13.12', '11.24'], ['C   S   -     H   2', '5.60', '-', '-', '-']]",1,"Volume and surface area fractions of main mineral phases in cement powders.;[['Phase', 'Volume fraction (%)', 'Volume fraction (%)', 'Volume fraction (%)', 'Surface area fraction (SEM, %)'], ['Phase', 'Bogue', 'Normalized', 'SEM', 'Surface area fraction (SEM, %)'], ['C3S', '53.72', '56.91', '52.36', '48.82'], ['C2S', '24.09', '25.52', '29.75', '34.98'], ['C3A', '7.61', '8.06', '4.77', '4.96'], ['C4AF', '8.98', '9.51', '13.12', '11.24'], ['C   S   -     H   2', '5.60', '-', '-', '-']]",0,1,1,2,S095006181830391X_1,S095006181830391X,2018-02-26
1584,The phase composition of cements made based on X-Ray Diffraction (Rietveld Refinement).,"[['Phase', 'Chemical formula', 'Percentage of phases', 'Percentage of phases', 'Percentage of phases'], ['Phase', 'Chemical formula', 'CEM I', 'CEM II/B-V', 'CEM III/A'], ['Alite', 'C3S (3CaOSiO2)', '67.4', '58.9', '35.8'], ['b-Belite', 'C2S (2CaOSiO2)', '3.2', '6.9', '18.4'], ['Brownmillerite', 'C4AF (4CaOAl2O3Fe2O3)', '11.7', '7.3', '7.5'], ['Tricalcium aluminate', 'C3A (3CaOAl2O3)', '5.5', '8.9', '6.4'], ['Periclase', 'MgO', '0.6', '0.2', '0.1'], ['Calcite', 'CaCO3', '7.8', '9.0', '11.0'], ['Gypsum', 'CaSO4*2H2O', '0.6', '7.1', '4.6'], ['Calcium sulfate hemihydrate', 'CaSO40.5(H2O)', '2.9', '0.6', '10.7'], ['Anhydrite', 'CaSO4', '0.2', '1.3', '5.6']]",1,"The phase composition of cements made based on X-Ray Diffraction (Rietveld Refinement).;[['Phase', 'Chemical formula', 'Percentage of phases', 'Percentage of phases', 'Percentage of phases'], ['Phase', 'Chemical formula', 'CEM I', 'CEM II/B-V', 'CEM III/A'], ['Alite', 'C3S (3CaOSiO2)', '67.4', '58.9', '35.8'], ['b-Belite', 'C2S (2CaOSiO2)', '3.2', '6.9', '18.4'], ['Brownmillerite', 'C4AF (4CaOAl2O3Fe2O3)', '11.7', '7.3', '7.5'], ['Tricalcium aluminate', 'C3A (3CaOAl2O3)', '5.5', '8.9', '6.4'], ['Periclase', 'MgO', '0.6', '0.2', '0.1'], ['Calcite', 'CaCO3', '7.8', '9.0', '11.0'], ['Gypsum', 'CaSO4*2H2O', '0.6', '7.1', '4.6'], ['Calcium sulfate hemihydrate', 'CaSO40.5(H2O)', '2.9', '0.6', '10.7'], ['Anhydrite', 'CaSO4', '0.2', '1.3', '5.6']]",1,1,1,3,S0950061823008085_3,S0950061823008085,2023-03-22
1585,Cement specifications for HYMOSTRUC3D.,"[['Characteristic', 'Inputs Specification'], ['w/c', '0.57'], ['Mineralogical composition of clinker and gypsum in cement (85%)', 'C3S: 62, C2S: 13, C3A: 7, C4AF: 2.4'], ['Minimum particle diameter', '1 um'], ['and cement fineness (Rosin-Rammler distribution)', 'n = 1.54503, b = 0.01018'], ['Chemical composition of fly ash (15%)', 'Al2O3: 25.8, SiO2: 54.9, MgO: 1.8, CaO: 8.7, Fe2O3: 6.9, SO3: 0.6, Na2O: 0.3, K2O: 0.3'], ['Curing temperature', '20 degC']]",1,"Cement specifications for HYMOSTRUC3D.;[['Characteristic', 'Inputs Specification'], ['w/c', '0.57'], ['Mineralogical composition of clinker and gypsum in cement (85%)', 'C3S: 62, C2S: 13, C3A: 7, C4AF: 2.4'], ['Minimum particle diameter', '1 um'], ['and cement fineness (Rosin-Rammler distribution)', 'n = 1.54503, b = 0.01018'], ['Chemical composition of fly ash (15%)', 'Al2O3: 25.8, SiO2: 54.9, MgO: 1.8, CaO: 8.7, Fe2O3: 6.9, SO3: 0.6, Na2O: 0.3, K2O: 0.3'], ['Curing temperature', '20 degC']]",1,1,1,3,S095006182030917X_4,S095006182030917X,2020-04-10
1586,Mineralogical composition of cement (%).,"[['C3S', 'C2S', 'C3A', 'C4AF'], ['55.41', '13.65', '2.25', '14.83']]",1,"Mineralogical composition of cement (%).;[['C3S', 'C2S', 'C3A', 'C4AF'], ['55.41', '13.65', '2.25', '14.83']]",1,1,1,3,S0950061818327090_2,S0950061818327090,2018-11-13
1587,Chemical compositions of cementitious materials.,"[['Property', 'Unit', 'CEM I52.5R', 'Slag 1(S1)', 'Slag 2(S2)'], ['SiO2', '%', '20.50', '36.58', '40.14'], ['Al2O3', '%', '5.43', '12.23', '7.77'], ['TiO2', '%', '0.29', '0.83', '0.30'], ['MnO', '%', '0.05', '0.64', '0.64'], ['Fe2O3', '%', '2.51', '0.48', '0.78'], ['CaO', '%', '63.43', '38.24', '37.90'], ['MgO', '%', '1.51', '8.55', '9.51'], ['K2O', '%', '0.79', '0.65', '0.55'], ['Na2O', '%', '0.17', '0.27', '0.36'], ['SO3', '%', '3.43', '1.00', '1.47'], ['P2O5', '%', '0.14', '0.06', '0.02'], ['LOI 950 degC', '%', '1.37', '1.66', '0.40'], ['Total', '%', '99.62', '99.88', '99.43'], ['Glass content', '%', 'na', '99.3', '97.1'], ['CaO/SiO2', '', 'Na', '1.05', '0.94'], ['(CaO + MgO) / SiO2', '', 'Na', '1.28', '1.18'], ['', '', '', '', ''], ['Phase compositions:', 'Phase compositions:', 'Phase compositions:', 'Phase compositions:', 'Phase compositions:'], ['C3S', '%', '58.5', 'na', 'na'], ['C2S', '%', '14.4', 'na', 'na'], ['C3A', '%', '10.7', 'na', 'na'], ['C4AF', '%', '7.0', 'na', 'na'], ['Calcite', '%', '0.8', 'na', 'na']]",1,"Chemical compositions of cementitious materials.;[['Property', 'Unit', 'CEM I52.5R', 'Slag 1(S1)', 'Slag 2(S2)'], ['SiO2', '%', '20.50', '36.58', '40.14'], ['Al2O3', '%', '5.43', '12.23', '7.77'], ['TiO2', '%', '0.29', '0.83', '0.30'], ['MnO', '%', '0.05', '0.64', '0.64'], ['Fe2O3', '%', '2.51', '0.48', '0.78'], ['CaO', '%', '63.43', '38.24', '37.90'], ['MgO', '%', '1.51', '8.55', '9.51'], ['K2O', '%', '0.79', '0.65', '0.55'], ['Na2O', '%', '0.17', '0.27', '0.36'], ['SO3', '%', '3.43', '1.00', '1.47'], ['P2O5', '%', '0.14', '0.06', '0.02'], ['LOI 950 degC', '%', '1.37', '1.66', '0.40'], ['Total', '%', '99.62', '99.88', '99.43'], ['Glass content', '%', 'na', '99.3', '97.1'], ['CaO/SiO2', '', 'Na', '1.05', '0.94'], ['(CaO + MgO) / SiO2', '', 'Na', '1.28', '1.18'], ['', '', '', '', ''], ['Phase compositions:', 'Phase compositions:', 'Phase compositions:', 'Phase compositions:', 'Phase compositions:'], ['C3S', '%', '58.5', 'na', 'na'], ['C2S', '%', '14.4', 'na', 'na'], ['C3A', '%', '10.7', 'na', 'na'], ['C4AF', '%', '7.0', 'na', 'na'], ['Calcite', '%', '0.8', 'na', 'na']]",1,1,1,3,S095006181832720X_1,S095006181832720X,2018-11-16
1588,"Physical, mechanical properties and chemical composition of Portland cement CEM I 42.5 R.","[['Specific surface area, m2/kg', '353'], ['Particle density, kg /m3', '3110'], ['Dry bulk density, kg /m3', '1220'], ['Water demand for normal consistency (by Vicat), %', '27.5'], ['Volume stability, mm', '0.0'], ['Initial setting time, min.', '145'], ['Compressive strength after 2days/after 28days, MPa', '22.8/49.9'], ['', ''], ['Loss on ignition, %', '1.67'], ['Insoluble materials, %', '0.53'], ['SO3, %', '2.67'], ['Cl-, %', '0.002'], ['Alkalis, calculated by Na2O equivalent, %', '<0.8'], ['', ''], ['C3S', '61.0'], ['C2S', '12.0'], ['C3A', '6.5'], ['C4AF', '12.4']]",1,"Physical, mechanical properties and chemical composition of Portland cement CEM I 42.5 R.;[['Specific surface area, m2/kg', '353'], ['Particle density, kg /m3', '3110'], ['Dry bulk density, kg /m3', '1220'], ['Water demand for normal consistency (by Vicat), %', '27.5'], ['Volume stability, mm', '0.0'], ['Initial setting time, min.', '145'], ['Compressive strength after 2days/after 28days, MPa', '22.8/49.9'], ['', ''], ['Loss on ignition, %', '1.67'], ['Insoluble materials, %', '0.53'], ['SO3, %', '2.67'], ['Cl-, %', '0.002'], ['Alkalis, calculated by Na2O equivalent, %', '<0.8'], ['', ''], ['C3S', '61.0'], ['C2S', '12.0'], ['C3A', '6.5'], ['C4AF', '12.4']]",1,1,1,3,S095006181500224X_0,S095006181500224X,2015-03-13
1589,Chemical composition of the used materials in the research.,"[['', '', '""L"" 10% limestone Ciment Quebec', '""GUL"" 13.5% limestone Holcim Canada', 'Fly ash (Type F)', 'Silica fume', 'Silica fume I', 'Metakaolin', 'Slag (grade 80)'], ['SiO2', '%', '18.40', '19.00', '47.34', '83.75', '81.05', '61.45', '38.6'], ['Al2O3', '%', '4.60', '4.10', '18.80', '1.81', '1.17', '29.23', '9.90'], ['Fe2O3', '%', '2.80', '2.68', '8.58', '1.06', '3.27', '1.20', '0.67'], ['CaO', '%', '60.60', '60.40', '5.36', '1.58', '1.70', '2.35', '37.90'], ['MgO', '%', '2.20', '1.80', '2.32', '0.17', '0.81', '0.36', '9.30'], ['SO3', '%', '3.90', '3.05', '0.75', '0.05', '0.08', '0.19', '3.00'], ['K2O', '%', '0.89', '0.83', '1.96', '0.88', '1.81', '1.92', '0.52'], ['Na2O', '%', '0.27', '0.20', '1.28', '0.34', '0.27', '0.19', '0.17'], ['TiO2', '%', '-', '0.15', '0.94', '0.09', '0.02', '0.68', '0.42'], ['P2O5', '%', '-', '-', '0.22', '0.08', '0.07', '0.03', '-'], ['SrO', '%', '-', '-', '0.17', '0.00', '0.00', '0.01', '-'], ['Mn2O3', '%', '-', '-', '0.10', '0.12', '5.85', '0.08', '-'], ['Cr2O3', '%', '-', '-', '0.05', '0.01', '0.04', '0.01', '-'], ['ZnO', '%', '-', '-', '0.03', '0.10', '0.23', '0.00', '-'], ['Loss on ignition', '%', '4.60', '7.46', '-', '9.09', '2.65', '2.31', '-'], ['C3S', '%', '61.00', '70.00', '-', '-', '-', '-', '-'], ['C2S', '%', '6.80', '1.67', '-', '-', '-', '-', '-'], ['C3A', '%', '7.30', '6.30', '-', '-', '-', '-', '-'], ['C4AF', '%', '8.60', '8.16', '-', '-', '-', '-', '-'], ['Equivalent alkalis', '%', '0.85', '0.75', '2.57', '0.92', '1.46', '1.45', '0.51'], ['Blaine fineness (m2/kg)', 'Blaine fineness (m2/kg)', '399', '468', '490', '-', '-', '1690', '380']]",1,"Chemical composition of the used materials in the research.;[['', '', '""L"" 10% limestone Ciment Quebec', '""GUL"" 13.5% limestone Holcim Canada', 'Fly ash (Type F)', 'Silica fume', 'Silica fume I', 'Metakaolin', 'Slag (grade 80)'], ['SiO2', '%', '18.40', '19.00', '47.34', '83.75', '81.05', '61.45', '38.6'], ['Al2O3', '%', '4.60', '4.10', '18.80', '1.81', '1.17', '29.23', '9.90'], ['Fe2O3', '%', '2.80', '2.68', '8.58', '1.06', '3.27', '1.20', '0.67'], ['CaO', '%', '60.60', '60.40', '5.36', '1.58', '1.70', '2.35', '37.90'], ['MgO', '%', '2.20', '1.80', '2.32', '0.17', '0.81', '0.36', '9.30'], ['SO3', '%', '3.90', '3.05', '0.75', '0.05', '0.08', '0.19', '3.00'], ['K2O', '%', '0.89', '0.83', '1.96', '0.88', '1.81', '1.92', '0.52'], ['Na2O', '%', '0.27', '0.20', '1.28', '0.34', '0.27', '0.19', '0.17'], ['TiO2', '%', '-', '0.15', '0.94', '0.09', '0.02', '0.68', '0.42'], ['P2O5', '%', '-', '-', '0.22', '0.08', '0.07', '0.03', '-'], ['SrO', '%', '-', '-', '0.17', '0.00', '0.00', '0.01', '-'], ['Mn2O3', '%', '-', '-', '0.10', '0.12', '5.85', '0.08', '-'], ['Cr2O3', '%', '-', '-', '0.05', '0.01', '0.04', '0.01', '-'], ['ZnO', '%', '-', '-', '0.03', '0.10', '0.23', '0.00', '-'], ['Loss on ignition', '%', '4.60', '7.46', '-', '9.09', '2.65', '2.31', '-'], ['C3S', '%', '61.00', '70.00', '-', '-', '-', '-', '-'], ['C2S', '%', '6.80', '1.67', '-', '-', '-', '-', '-'], ['C3A', '%', '7.30', '6.30', '-', '-', '-', '-', '-'], ['C4AF', '%', '8.60', '8.16', '-', '-', '-', '-', '-'], ['Equivalent alkalis', '%', '0.85', '0.75', '2.57', '0.92', '1.46', '1.45', '0.51'], ['Blaine fineness (m2/kg)', 'Blaine fineness (m2/kg)', '399', '468', '490', '-', '-', '1690', '380']]",1,1,1,3,S0950061815002287_1,S0950061815002287,2015-03-21
1590,"Mineral composition (%, weight) of the investigated cement determined by XRF and XRD-Rietveld refinement.","[['Chemical composition (% wt)', 'Chemical composition (% wt)', 'Chemical composition (% wt)', 'Chemical composition (% wt)', 'Phase composition (% wt)', 'Phase composition (% wt)', 'Phase composition (% wt)', 'Phase composition (% wt)'], ['Oxides', 'XRF', 'Oxides', 'XRF', 'Phases', 'XRD (Rietveld)', 'Phases', 'XRD (Rietveld)'], ['CaO', '57.87', 'SO3', '3.95', 'C3S', '54.3', 'Calcite', '28.9'], ['SiO2', '12.31', 'Na2O', '0.50', 'C2S', '3.5', 'Gypsum', '3.0'], ['Al2O3', '2.63', 'K2O', '0.83', 'C3A', '4.7', 'Quartz', '0.9'], ['MgO', '1.19', 'TiO2', '0.16', 'C4AF', '4.6', 'Free CaO', '0.8'], ['Fe2O3', '2.03', 'LOI', '13.7', '', '', '', '']]",1,"Mineral composition (%, weight) of the investigated cement determined by XRF and XRD-Rietveld refinement.;[['Chemical composition (% wt)', 'Chemical composition (% wt)', 'Chemical composition (% wt)', 'Chemical composition (% wt)', 'Phase composition (% wt)', 'Phase composition (% wt)', 'Phase composition (% wt)', 'Phase composition (% wt)'], ['Oxides', 'XRF', 'Oxides', 'XRF', 'Phases', 'XRD (Rietveld)', 'Phases', 'XRD (Rietveld)'], ['CaO', '57.87', 'SO3', '3.95', 'C3S', '54.3', 'Calcite', '28.9'], ['SiO2', '12.31', 'Na2O', '0.50', 'C2S', '3.5', 'Gypsum', '3.0'], ['Al2O3', '2.63', 'K2O', '0.83', 'C3A', '4.7', 'Quartz', '0.9'], ['MgO', '1.19', 'TiO2', '0.16', 'C4AF', '4.6', 'Free CaO', '0.8'], ['Fe2O3', '2.03', 'LOI', '13.7', '', '', '', '']]",1,1,1,3,S0950061816310637_0,S0950061816310637,2016-07-11
1591,"Chemical, physical and mineral properties of OPC and MG.","[['Materials', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%'], ['', 'SiO2', 'Al2O3', 'Fe2O3', 'Na2O', 'K2O', 'Na2O + 0.658 K2O', 'CaO', 'MgO', 'P2O5', 'SO3', 'Cl', 'TiO2', 'LOI*'], ['Cement (OPC)', '20.17', '4.24', '4.60', '0.36', '0.31', '0.56', '61.74', '2.09', '0.16', '3.63', '0.15', '0.56', '1.93'], ['Metagabbro (MG)', '48.80', '15.08', '9.87', '2.14', '0.10', '-', '11.45', '8.96', '0.43', '0.16', '0.10', '0.89', '2.03'], ['', 'Mineral composition of cement', 'Mineral composition of cement', 'Mineral composition of cement', 'Mineral composition of cement', 'Specific gravity, g/cm3', 'Specific gravity, g/cm3', 'Specific surface area, m2/g', 'Specific surface area, m2/g', 'Particle size distribution, um', 'Particle size distribution, um', 'Particle size distribution, um', 'Particle size distribution, um', 'Particle size distribution, um'], ['', 'C3S', 'C2S', 'C3A', 'C4AF', '', '', '', '', 'd10', 'd25', 'd50', 'd75', 'd90'], ['', '42.62', '25.67', '3.45', '13.99', '3.15', '3.15', '', '', '', '', '', '', ''], ['', '42.62', '25.67', '3.45', '13.99', '3.22', '3.22', '0.41', '0.41', '2.01', '5.20', '12.50', '29.9', '53.8']]",1,"Chemical, physical and mineral properties of OPC and MG.;[['Materials', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%', 'Oxides, wt%'], ['', 'SiO2', 'Al2O3', 'Fe2O3', 'Na2O', 'K2O', 'Na2O + 0.658 K2O', 'CaO', 'MgO', 'P2O5', 'SO3', 'Cl', 'TiO2', 'LOI*'], ['Cement (OPC)', '20.17', '4.24', '4.60', '0.36', '0.31', '0.56', '61.74', '2.09', '0.16', '3.63', '0.15', '0.56', '1.93'], ['Metagabbro (MG)', '48.80', '15.08', '9.87', '2.14', '0.10', '-', '11.45', '8.96', '0.43', '0.16', '0.10', '0.89', '2.03'], ['', 'Mineral composition of cement', 'Mineral composition of cement', 'Mineral composition of cement', 'Mineral composition of cement', 'Specific gravity, g/cm3', 'Specific gravity, g/cm3', 'Specific surface area, m2/g', 'Specific surface area, m2/g', 'Particle size distribution, um', 'Particle size distribution, um', 'Particle size distribution, um', 'Particle size distribution, um', 'Particle size distribution, um'], ['', 'C3S', 'C2S', 'C3A', 'C4AF', '', '', '', '', 'd10', 'd25', 'd50', 'd75', 'd90'], ['', '42.62', '25.67', '3.45', '13.99', '3.15', '3.15', '', '', '', '', '', '', ''], ['', '42.62', '25.67', '3.45', '13.99', '3.22', '3.22', '0.41', '0.41', '2.01', '5.20', '12.50', '29.9', '53.8']]",1,1,1,3,S0950061819306828_0,S0950061819306828,2019-03-20
1592,Chemical composition of the cement used (%).,"[['C3S', 'C2S', 'C3A', 'C4AF'], ['59.88', '17.49', '6.22', '10.55']]",1,"Chemical composition of the cement used (%).;[['C3S', 'C2S', 'C3A', 'C4AF'], ['59.88', '17.49', '6.22', '10.55']]",1,1,1,3,S0950061820334504_0,S0950061820334504,2020-11-05
1593,Chemical composition and physical properties of Portland cement and metakaolin.,"[['Material', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Bogue composition (%)', 'Bogue composition (%)', 'Bogue composition (%)', 'Bogue composition (%)', 'Physical properties', 'Physical properties'], ['Material', 'SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'SO3', 'Na2O', 'K2O', 'LOI', 'C3S', 'C2S', 'C3A', 'C4AF', 'Specific gravity', 'Blaine (cm2/g)'], ['Cement', '19.42', '3.63', '3.23', '63.01', '2.69', '6.79', '-', '0.71', '1.70', '60.55', '10.07', '4.15', '9.81', '3.12', '3472'], ['Metakaolin', '74.23', '15.33', '1.01', '5.05', '0.18', '0.27', '-', '0.62', '2.92', '-', '-', '-', '-', '2.40', '3818']]",1,"Chemical composition and physical properties of Portland cement and metakaolin.;[['Material', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Chemical composition (%)', 'Bogue composition (%)', 'Bogue composition (%)', 'Bogue composition (%)', 'Bogue composition (%)', 'Physical properties', 'Physical properties'], ['Material', 'SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'SO3', 'Na2O', 'K2O', 'LOI', 'C3S', 'C2S', 'C3A', 'C4AF', 'Specific gravity', 'Blaine (cm2/g)'], ['Cement', '19.42', '3.63', '3.23', '63.01', '2.69', '6.79', '-', '0.71', '1.70', '60.55', '10.07', '4.15', '9.81', '3.12', '3472'], ['Metakaolin', '74.23', '15.33', '1.01', '5.05', '0.18', '0.27', '-', '0.62', '2.92', '-', '-', '-', '-', '2.40', '3818']]",1,1,1,3,S0950061820334668_1,S0950061820334668,2020-11-12
1594,Checmial and physical properties of cementitious materials.,"[['', 'Portland cement', 'slag cement', 'silica fume'], ['CaO, %', '61.5', '40.8', '0.30'], ['SiO2, %', '19.5', '37.1', '97.8'], ['Al2O3, %', '4.6', '12.2', '0.20'], ['Fe2O3, %', '3.0', '0.87', '0.10'], ['SO3, %', '3.9', '2.77', ''], ['Na2O, %', '0.18', '0.30', '0.20'], ['K2O, %', '1.14', '0.40', '0.10'], ['MgO, %', '3.7', '9.98', '0.20'], ['', '', '', ''], ['C3S', '49', '-', '-'], ['C2S', '19', '-', '-'], ['C3A', '7', '-', '-'], ['C4AF', '9', '-', '-'], ['', '', '', ''], ['Blaine fineness, m2/kg', '382', '551', '23,700'], ['Loss of ignition, %', '2.0', '-', '0.6'], ['Specific gravity', '3.15', '2.90', '2.30'], ['Slag activity index, %', '-', '-', '115']]",1,"Checmial and physical properties of cementitious materials.;[['', 'Portland cement', 'slag cement', 'silica fume'], ['CaO, %', '61.5', '40.8', '0.30'], ['SiO2, %', '19.5', '37.1', '97.8'], ['Al2O3, %', '4.6', '12.2', '0.20'], ['Fe2O3, %', '3.0', '0.87', '0.10'], ['SO3, %', '3.9', '2.77', ''], ['Na2O, %', '0.18', '0.30', '0.20'], ['K2O, %', '1.14', '0.40', '0.10'], ['MgO, %', '3.7', '9.98', '0.20'], ['', '', '', ''], ['C3S', '49', '-', '-'], ['C2S', '19', '-', '-'], ['C3A', '7', '-', '-'], ['C4AF', '9', '-', '-'], ['', '', '', ''], ['Blaine fineness, m2/kg', '382', '551', '23,700'], ['Loss of ignition, %', '2.0', '-', '0.6'], ['Specific gravity', '3.15', '2.90', '2.30'], ['Slag activity index, %', '-', '-', '115']]",1,1,1,3,S0950061818323614_0,S0950061818323614,2018-09-29
1595,The mineral composition of GOC (wt%).,"[['Phase', 'C3S', 'C2S', 'C3A', 'C4AF', 'CSH2'], ['Mass fraction/%', '52.00', '21.55', '2.39', '14.44', '5.00']]",1,"The mineral composition of GOC (wt%).;[['Phase', 'C3S', 'C2S', 'C3A', 'C4AF', 'CSH2'], ['Mass fraction/%', '52.00', '21.55', '2.39', '14.44', '5.00']]",0,1,1,2,S0950061822008522_1,S0950061822008522,2022-03-16
1596,"Chemical and physical properties of cement, FA and GBFS.","[['Items', 'Cement', 'Class F fly ash', 'GBFS'], ['Chemical properties', 'Chemical properties', 'Chemical properties', 'Chemical properties'], ['SiO2 (%)', '22.01', '63.9', '39.2'], ['Al2O3', '5.57', '20.2', '13.0'], ['Fe2O3', '3.44', '6.5', '0.2'], ['CaO', '62.80', '3.8', '37.5'], ['MgO', '2.59', '1.1', '7.1'], ['SO3', '2.08', '1.4', '2.0'], ['TiO2', '0.52', '1.2', '0.5'], ['P2O5', '0.05', '0.5', '-'], ['Na2O', '0.40', '-', '-'], ['K2O', '0.78', '1.1', '0.2'], ['Free CaO', '1.05', '-', '-'], ['C3S', '40.10', '-', '-'], ['C2S', '32.80', '-', '-'], ['C3A', '8.90', '-', '-'], ['C4AF', '10.50', '-', '-'], ['', '', '', ''], ['Physical properties', 'Physical properties', 'Physical properties', 'Physical properties'], ['Fineness (cm2/g)', '3460', '3120', '4330'], ['Specific gravity', '3.15', '2.2', '2.86']]",1,"Chemical and physical properties of cement, FA and GBFS.;[['Items', 'Cement', 'Class F fly ash', 'GBFS'], ['Chemical properties', 'Chemical properties', 'Chemical properties', 'Chemical properties'], ['SiO2 (%)', '22.01', '63.9', '39.2'], ['Al2O3', '5.57', '20.2', '13.0'], ['Fe2O3', '3.44', '6.5', '0.2'], ['CaO', '62.80', '3.8', '37.5'], ['MgO', '2.59', '1.1', '7.1'], ['SO3', '2.08', '1.4', '2.0'], ['TiO2', '0.52', '1.2', '0.5'], ['P2O5', '0.05', '0.5', '-'], ['Na2O', '0.40', '-', '-'], ['K2O', '0.78', '1.1', '0.2'], ['Free CaO', '1.05', '-', '-'], ['C3S', '40.10', '-', '-'], ['C2S', '32.80', '-', '-'], ['C3A', '8.90', '-', '-'], ['C4AF', '10.50', '-', '-'], ['', '', '', ''], ['Physical properties', 'Physical properties', 'Physical properties', 'Physical properties'], ['Fineness (cm2/g)', '3460', '3120', '4330'], ['Specific gravity', '3.15', '2.2', '2.86']]",1,1,1,3,S0950061815003931_0,S0950061815003931,2015-04-18
